"(G10010) Gridded Monthly Sea Ice Extent and Concentration, 1850 Onward, Version 2  - Daily Ice Area by Region in Square Kilometers on the 15th of each month",,,,,,,,,,,,,,,,,
YYYYDDD,Northern_Hemisphere,Beaufort_Sea,Chukchi_Sea,East_Siberian_Sea,Laptev_Sea,Kara_Sea,Barents_Sea,Greenland_Sea,Baffin_Bay_Gulf_of_St._Lawrence,Canadian_Archipelago,Hudson_Bay,Central_Arctic,Bering_Sea,Baltic_Sea,Sea_of_Okhotsk,Yellow_Sea,Cook_Inlet
1941105,14015721.35,1058738.16,955411.9,1085864.77,885045.75,926002.5,862538.36,730686.94,1131858.92,857989.75,1229471.84,3196201.77,533847.88,80070.25,481926.98,0,0
1941135,12779450.4,1034145.96,909763.34,1073326.79,836599.37,790533.5,730963.6,735898.47,1030466.78,833559.6,1149144.79,3202637.14,194785.47,14436.1,243123.9,0,0
1941166,11464205.64,963377.72,855114.78,1077497.04,837311.99,621596.56,526307.3,581366.13,805180.82,813676.55,985975.62,3200585.06,18517.12,0,177633.37,0,0
1941196,7919956.46,820893.26,617750.07,969325.85,674936.36,300167.33,194033.82,238072.71,236491.36,534828.13,392914.01,2907217.59,654.37,0,32611.25,0,0
1941227,6564655.03,646302.65,478461.67,816810.09,460688.43,129490.1,62973.42,248577.03,63344.03,468429.96,65913.52,3122621.75,0,0,978.09,0,0
1941258,6306421.26,810442.99,445654.97,668932.53,335501.26,71463.04,63537.46,194188.26,40248.16,637594.41,59643.36,2979153.8,0,0,0,0,0
1941288,8589199.82,924892.98,580368.69,1073195.86,876536.39,349348.92,148310.34,375435.99,208013.4,796071.03,83977.99,3172982.61,0,0,0,0,0
1941319,10938770.17,1054638.4,797084.33,1084284.66,891945.56,841399.47,482986.59,552298.18,614811.49,859358.6,490568.89,3203463.33,53959.82,0,11905.25,0,0
1941349,12988934.32,1059004.5,953110.58,1084886.7,890484.47,929495.49,611192.14,539733.8,859121.05,860455.12,1231342.35,3196311.62,351871.56,28830.69,393028.65,0,0
1942015,14425161.49,1060085.12,956987.42,1085239.11,891071.92,931092.23,729317.75,653894.36,1224186.2,859926.69,1264861.76,3200933.28,627847.89,53461.02,886078.54,0,112.6
1942046,14993271.37,1058527.6,956098.96,1083881.99,888309.39,925008.05,797014.34,732120.78,1222849.23,859606.03,1264080.08,3201025.07,645010.94,111084.79,1248423.76,0,42.61
1942074,13829023.09,1060636.79,953350.21,1083930.52,886767.16,936041.15,789092.86,672130.59,1059291.73,857496.14,1247838.97,3197180.76,489781.32,113529.38,481890.56,0,0
1942105,13980704.99,1055974.66,953101.34,1084763.01,891665.93,919269.48,732910.46,702468.79,1110906.03,839698.78,1236050.75,3175482.65,478915.64,62863.81,736422.48,0,146.25
1942135,13135502.5,1040784.09,955359.58,1085864.77,886261.24,920714.15,885373.34,647421.92,1072753.12,782158.43,1159788,3199208.73,310235.89,0,189513.64,0,0
1942166,11282378.47,971353.5,841972.61,1056103.28,832499.86,744856.14,418554.58,661217.72,754789.19,806311.6,915007.51,3184056.82,83627.27,717.47,11245.33,0,0
1942196,9174629.07,1009647.06,773705.77,1030762.91,709448.4,469028.49,138745.05,295556.68,246156.74,765543.41,527498.59,3172999.85,2197.33,0,33273.2,0,0
1942227,7522535.88,845227.22,627786.4,900732.06,400566.41,128798.82,164179.36,447859.1,172778.02,573139.58,129195.98,3127876.18,144.03,0,4187.12,0,0
1942258,6776488.49,862403.39,621379.79,891990.89,275280.95,88022.32,22293.84,286838.66,57305.47,515925.29,12997.87,3132822.68,380.41,0,8781.34,0,0
1942288,9259735.62,991207.14,757255.86,1069903.37,880359.43,687863.17,382087.9,436630.01,62570.53,711620.68,71569.78,3197077.93,10313.65,0,1210.58,0,0
1942319,11273092.29,1059605.17,893044.34,1084391.79,891153.52,909750.85,566698.04,551320.9,650671.98,859742.77,494791.06,3203726.59,86073.84,3932.12,18123.72,0,0
1942349,12946625.65,1059000.98,957142.63,1082870.16,889878.17,926332.73,620876.38,607738.12,1001577.9,858808.76,1258177.59,3193670.98,320371.53,15720.86,154394.56,0,0
1943015,13587825.98,1046798.23,942539.3,1070937.18,874143.39,903544.14,685788.69,741826.79,1161034.64,850899.27,1232758.48,3183760.52,524408.54,31291.27,338030.6,0,0
1943046,14283162.51,1054977.89,949921.11,1079283.6,878845.88,918233.74,791098.34,723862.23,1268284.26,856227.01,1263947.47,3200879.92,673418.21,87932.24,535948.62,0,237.05
1943074,14152647.21,1060623.01,955763.62,1085864.77,877461.26,882612.81,846730.92,684135.63,1165570.62,859892.26,1250823.07,3202983.55,623272.05,115434.73,541374.33,0,38.98
1943105,14459408.04,1060545.07,951925.34,1067980.02,890882.78,927858.33,1012412.31,659872.92,1265235.07,859801.3,1234389.58,3210372.31,600251.53,117900.02,599816.24,0,99.61
1943135,12845046.13,1057543.29,923406.68,1083324.39,858908.58,923861.32,717445.6,618649.47,981937.92,857018.11,1193876.02,3204779.61,180637.4,14274.39,229317.75,0,0
1943166,11231677.55,983738.48,729170.36,1026263.6,771403.16,699097.2,431241.99,608610.16,869834.95,811048.35,972181.85,3202266.13,21853.33,0,104902.38,0,0
1943196,7477792.05,820893.26,589454.46,841777.9,438474.76,386574.86,111698.23,238047.01,236362.51,534828.13,330949.78,2907541.66,347.07,0,40782.08,0,0
1943227,6216169.62,680934.5,450538.32,546929.65,267229.48,159864.07,45638.31,220254.75,55213.85,551704.06,88580.55,3145894.85,0,0,3321.63,0,0
1943258,5997202.79,777888.01,411446.36,536012.65,235489.68,104071.08,11058.88,215115.07,49420.11,527009.68,16736.14,3112892.79,0,0,0,0,0
1943288,6704227.5,703061,300701.14,667789.56,631423.63,505412.64,111585.12,259400.83,87273.28,565564.49,65526.51,2786096.95,13571.89,2009.76,4751.65,0,0
1943319,10927473.03,1059530.59,812621.41,1085080.75,891948.37,887930.22,435465.34,464800.9,652734.1,861056.19,485895.85,3177474.32,83259.4,0,29581.69,0,0
1943349,13110553.94,1059900.68,956659.29,1084574.49,891195.09,930243.08,751846.64,715922.37,836106.46,860527.81,1248864.63,3201459.82,365424.35,36118.69,171645.58,0,0
1944015,13976352.91,1061804.54,958678.39,1082606.83,886785.74,923497.16,763164.49,818266.91,1122252.95,862411.44,1250869.56,3211943.55,539381.18,36430.18,458116.3,0,78.09
1944046,14282663.37,1058149.79,950429.56,1085864.77,885652.81,921758.18,906679.63,763509.71,1154339.12,860126.87,1252911.47,3209936.87,566454.12,95400.02,571384.86,0,0
1944075,15013866.37,1059493.71,950894.46,1084804.71,882022.37,866899.63,792303.45,755090.93,1235433.44,856028.79,1262196.15,3205657.53,656304.97,128411.23,1278259.39,0,0
1944106,14489280.09,1060462.67,956200.98,1085526.24,890455.6,931367.05,967223.94,706726.33,1260357.01,860727.2,1228475.8,3205963.37,643438.62,106532.54,585657.53,0,99.61
1944136,12618811.49,1059398.64,940065.37,1084041.18,868225.32,841606.56,535826.8,720499.45,993451.24,852980.27,1211936,3203993.35,179969.61,18594.04,108158.05,0,0
1944167,11462601.16,1029601.85,838653.24,1049930.38,827784.76,879836.52,409932.09,581017.31,782028.71,817642.69,1005377.59,3203824.34,21497.76,0,15408.33,0,0
1944197,8896826.67,852909.59,601008.68,910290.45,762390.19,471932.39,178344.69,399064.13,451837.47,729339.18,340058.42,3197375.87,212.65,53.83,1943.54,0,0
1944228,6812015.53,728396.17,458523.75,740693.39,493198.24,158076.73,33149.42,299527.06,74918.76,614357.18,63512.82,3147596.42,0,0,0,0,0
1944259,6456767.36,701818.49,475882.04,599588.99,436466.3,111822.83,76687.02,291593.36,54069.57,542161.07,10813.78,3155798.3,0,0,0,0,0
1944289,8638236.49,999131.72,644269.44,1033299.24,836941.68,485250.27,123756.98,323997.03,309282.97,748423.86,57049.82,3075221.28,1056.28,0,492.29,0,0
1944320,10189967.71,1034654.34,754364.57,1062219.57,873295.88,714353.92,359037.62,430481.95,592277.81,817567.05,356572.38,3095064.31,60716.97,7631.91,31665.81,0,0
1944350,12982878.77,1059881.68,955841.69,1081211.36,889813.94,919420.51,616268.23,741755.82,904201.11,861176.5,1201752.46,3192530.13,298784.29,32102.53,228073.58,0,0
1945015,14327923.86,1059922.73,956322.07,1083272.28,889945.88,932045.74,840267.88,840147.13,1170200.75,857522.85,1263713.94,3209383.87,561137.54,91071.37,572719.84,0,0
1945046,14076248.42,1059118.74,949793.67,1085620.11,886438.11,921847.95,837974.32,728898.79,1199010.02,860148.57,1254256.87,3206293.89,468108.11,84604.63,534069.04,0,0
1945074,15212257.06,1060062.2,956402.38,1085653.68,892595.08,928665.1,825535.02,796579.08,1254287.64,857475.61,1260904.84,3199278.84,683595.47,144294.62,1266749.31,0,112.6
1945105,14705185.07,1059900.15,958206.57,1085266.41,888196.29,926990.28,1015464.98,717628.61,1299478.01,856617.74,1261046.45,3207348.05,620522.29,97469.07,710960.87,0,0
1945135,12642734.07,1060140.51,944992.47,1050164.24,821831.66,839195.15,320621.3,635737.82,1199931.08,850600.6,1241909.63,3188507.44,324208.29,536.66,164293.59,0,0
1945166,11052232,910814.67,769657.77,1058114.21,828901.96,708572.91,455800.61,558583.61,759826.92,779560.73,947996.33,3204375.27,2872.56,1069.83,66019.02,0,0
1945196,8259085.42,759889.07,668140,971919.04,443067.61,324921,106523.55,385364.41,394820.1,704355.78,299925.16,3181233.88,0,0,18860.22,0,0
1945227,6527524.18,820969.45,551217.18,766739.42,260425.46,76699.63,25171.29,245481.36,65357.71,536894.19,67066.68,3109912.3,0,0,1523.91,0,0
1945258,6435415.28,849493.94,623606.85,596300,252984.51,19897.97,22456.43,273413.97,77269.53,545688.53,54008.69,3120229.26,0,0,0,0,0
1945288,7620742.88,1025981.45,663640.36,931062.17,469963.25,191029.52,23483.11,300386.16,106153.75,756418.17,33886.75,3116001.16,98.3,0,2573.12,0,0
1945319,10660513.89,1059071.35,911518.13,1085532.35,891615.78,795997.57,334872.1,448102.08,536099.7,861481.79,426709.55,3180824.28,107391.34,0,21232.28,0,0
1945349,12946625.65,1059000.98,957142.63,1082870.16,889878.17,926332.73,620876.38,607738.12,1001577.9,858808.76,1258177.59,3193670.98,320371.53,15720.86,154394.56,0,0
1946015,13441650.48,1055914.4,943140.91,1078214.29,879729.38,892898.86,601376.16,731933.19,1182491.07,851237.2,1200251.54,3203941.57,529593.7,11651.33,279211.3,0,0
1946046,14079394.12,1053839.55,946230.19,1078926.03,877029.64,911803.19,739408.42,720348.16,1260769.49,852397.24,1260993.01,3192483.99,626696.84,86705.89,471663.54,0,34.65
1946074,14265328.44,1060623.01,947543.08,1062927.64,891479.94,923877.81,855917.29,776911.72,1151535.51,859892.26,1250823.07,3202892.83,623990.65,115434.73,541374.33,0,38.98
1946105,13411798.28,1041134.56,956482.66,1040737.12,865512.54,897564.04,574425.79,655621.83,1183466.97,782599.62,1241707.55,3122924.26,505198.35,27832.06,516529.27,0,0
1946135,13526683.74,1040784.09,958690.95,1085864.77,886261.24,917960.72,721369.07,688458.66,1135680.41,782158.43,1182261.5,3150281.37,468234.75,3300.36,505315.1,0,0
1946166,12010922.75,1040053.71,957679.86,1079284.8,681105.4,748499.41,316607.39,444026.83,1028776.3,781186.87,1135325.92,2948070.93,369567.89,5378.96,475306.02,0,0
1946196,9797561.43,1039524.5,639197.92,980300.14,640425.89,476674.96,114187.61,352172.72,802494.3,753079.93,637174.78,2840835.42,100468.55,0,420987.96,0,0
1946227,7441557.66,1039533.01,545553.92,758750.91,392278.82,286707.68,22059.73,202624.6,425304.15,741090.92,238402.73,2724470.89,3646.68,0,61099.52,0,0
1946258,6156674.75,747211.66,571941.63,704534.2,455222.35,194922.13,18136.26,191335.89,34720.7,416840.6,14701.17,2807050.43,0,0,0,0,0
1946288,8526497.37,968018.63,643024.99,992394.86,789671.79,647370.29,118109.61,325426.93,137619.86,750824.94,62601.37,3088779.45,19.67,0,2569.36,0,0
1946319,9869719.88,1007058.97,690617.18,1039356.72,862130.91,887770.83,326591.59,394207.73,429895,783242.75,272115.6,3066298.76,64885.63,13589.88,31896.03,0,0
1946349,12616791.82,1045856.47,953920.89,1085864.77,886765.02,916421.69,596872.93,703729.99,814160.09,857685.39,941171.08,3202381.01,331668.5,3065.17,277163.23,0,0
1947015,13580746.87,1042053.22,943869.18,1071139.24,873112.36,911580.18,697596.36,717310.79,1114902.91,847757.13,1248352.69,3180110.11,524387.24,40981.72,367528.8,0,0
1947046,14558472.94,1057500.32,956700.77,1083066.5,887982.16,927906.35,863922.09,733467.47,1286917.83,856378.1,1264083.41,3207896.59,766295.36,88083.85,577917.35,0,289.18
1947074,13902494.26,1061217.97,952171.31,1081618.21,868728.27,906205.99,561636.9,695314.85,1144154.27,858466.43,1262608.98,3188488.24,706717.76,87398.21,527520.43,0,181.5
1947105,13549263.04,1041134.56,958703.33,1085864.77,886261.24,917960.72,659248.08,559152.04,972978.93,782599.62,1244601.67,3145915.08,473472.55,294139.68,527113.88,0,51.97
1947135,12305900.13,1040784.09,827576.72,981738.9,696189.33,871779.44,414531.17,482633.64,920571.41,782158.43,1158607.36,3080383.52,368991.99,179639,500203.47,0,51.97
1947166,11079884.43,1040053.71,702704.64,1031336.17,555037.75,713848.77,379208.56,465060.22,787286.35,781186.87,980346.22,3015572.23,358570.16,17653.5,251962.89,0,0
1947196,9271457.2,1039524.5,672927.71,954140.86,522333.21,504991.43,153504.28,333564.61,594849.68,753079.93,647353.35,2913252.11,92139.88,0,89739.87,0,0
1947227,7169124.65,1039533.01,511944.61,739734.35,287705.26,191091.3,33550,266416.39,427627.86,741068.88,161108.24,2737883.84,7281.14,0,24126.63,0,0
1947258,6807647.7,803983.72,679841.3,673837.73,334506.6,118392.44,85842.3,279136.77,36249.2,556879.93,55925.92,3182814.34,171.84,0,0,0,0
1947288,8215808.19,1030664.25,739756.87,958616.66,555015.49,280816.17,53087.43,336080.58,223996.19,796953.58,83623.42,3156022.15,893.09,0,216.72,0,0
1947319,9206444.09,991367.01,711662.64,1011497.23,795148.13,604353.28,146594.02,419882.19,389847.12,784074.15,196156.45,3078893.96,38467.52,1726.33,36713.05,0,0
1947349,12703520.04,1046033.56,954215.94,1085864.77,886765.02,870947.09,556842.94,688009.19,893847.37,857685.39,1076234.95,3205101.15,301276.82,3467.03,277163.23,0,0
1948015,13761157.39,1053007.71,955751.33,1085814.76,886765.02,923572.64,783914.07,767480.41,1025426.66,859678.29,1230310.33,3211037.5,464948.45,47429.68,465894.31,0,60.63
1948046,14483735.31,1058280.78,956993.47,1085037.25,888099.21,930345.73,927947.34,705440.39,1161920.94,858370.03,1264865.29,3191152.52,803952.19,73251.46,577913.51,0,99.61
1948075,15309879.8,1059771.68,955695.5,1082945.92,889138.81,935841.02,981240.54,780565.52,1287900.04,860452.65,1264043.41,3202339.18,701514.14,120347.05,1187688.51,0,39.14
1948106,13356797.24,1041134.56,931823.71,986605.75,826555.81,827135.76,758019.15,688101.75,1121699.55,782599.62,1241667.23,3111381.85,486107.73,40463.96,513331.11,0,104.11
1948136,13509751.39,1040784.09,958703.33,1085864.77,886261.24,917960.72,749954.52,695218.47,1087724.11,782158.43,1190060.67,3161944.57,503987.76,36534.42,412442.6,0,86.76
1948167,11484624.59,1040053.71,610560.58,839396.07,862183.08,787018.4,504334.73,515456.79,899446.32,781186.87,985898.08,3134837.96,259842.9,6275.94,258067.56,0,0
1948197,9634109.71,1039524.5,551398.83,858756.25,761729.14,575371.38,165574.59,360813.69,676559.47,753079.93,657527.93,3006564.44,97213.55,0,129941.55,0,0
1948228,7570123.83,1039533.01,549916.08,699035.54,499313.87,201541.58,84115.24,412636.67,277925.32,743316.36,122446.14,2878907.78,19916.62,0,41461.24,0,0
1948259,6969148.01,792142.22,594769.12,760788.24,514363.25,154249.26,42970.42,278207.61,44668.21,617591.32,35344.09,3133988.68,0,0,0,0,0
1948289,7995240.08,978335.31,660884.44,1069998.73,825765.4,286838.05,69247,266489.63,136033.4,671657.92,46240.08,2980123.53,2346.08,0,1219.51,0,0
1948320,9933636.31,1029984.46,792109.43,1060464.02,851322.73,671883.92,212209.3,516653.01,518321.17,784138.64,269386.35,3107805.76,86452.14,3183.42,29660.3,0,0
1948350,12667939.94,1046677.03,954178.8,1085864.77,886765.02,894590.89,559212.21,717251.22,862252.54,858237.31,989650.54,3199985.69,332277.6,3767.5,277163.23,0,0
1949015,13983285.4,1054597.7,958687.58,1082795.33,886765.02,923386.88,763277.75,845760.65,1103992.21,860533.99,1252070.66,3212909.51,546588.97,34003.64,457789.27,0,60.63
1949046,13975889.55,1057768.3,952053.74,1085864.77,885377.5,917800.1,826570.24,680406.62,1164248.08,854761.71,1252591.41,3202224.11,474841.18,95402.54,525914.3,0,0
1949074,14970294.84,1060821.09,956847.49,1085809.27,871069.12,927753.25,648540.71,712250.72,1349274.07,860323.75,1264551.03,3190226.22,667923.72,137317.98,1237439.72,0,81.75
1949105,13586207.84,1041134.56,942885.04,1081450.53,874440.44,919434.65,649767.84,643144.98,1204613.11,782599.62,1246616.78,3120883.25,519576.54,38914.54,520680.36,0,0
1949135,12770441.75,1040784.09,917811.24,929728.5,872536.12,807239.85,434583.43,494893.75,1166971.17,782158.43,1174718,3126324.49,499492.45,21750.28,501387.63,0,0
1949166,12530416.39,1040053.71,925144.73,1079477.83,886261.24,832003.65,474739.79,656385.61,1062251.35,781186.87,998981.75,3144204.24,390888.78,7579.65,251192.91,0,0
1949196,10112101.6,1039524.5,659537.85,994310.37,700054.22,606805.4,174363.41,592802.88,779161.81,753036.08,556720.88,3014198.7,141519.67,0,100006.15,0,0
1949227,8126786.7,1039533.01,553835.2,890636.04,514518.01,241461.55,187849.09,314520.78,493456.7,741082.29,161820.46,2950436.09,16143.61,0,21445.33,0,0
1949258,6507529.04,766689.36,468850.51,759810.79,446080.59,169024.81,68323.36,208016.6,70562.86,576309.3,47491.93,2920015.36,5908.23,0,384.98,0,0
1949288,8003372.63,892714.06,585181.79,961805.49,701439.32,580992.79,175112.09,273476.37,162329.37,703047.58,48731.01,2914833.15,2149.4,0,1503.13,0,0
1949319,10263556.76,1035302.24,815549.43,1073526.32,874494.95,806623.92,225844.47,500517.09,518337.69,797571.12,334384.41,3135752.72,92756.64,0,52832.79,0,0
1949349,12553283.13,1046677.03,958092.52,1085864.77,886765.02,858438.87,457052.58,736448.12,869747.45,858237.31,982816.69,3195911.34,337073,2929.59,277163.23,0,0
1950015,13900498.94,1058224.56,958742.55,1084188.86,886785.74,923647.59,741743.02,771189.77,1106505.81,861401.99,1258258.88,3213478.34,538613.52,38303.86,459270.75,0,78.09
1950046,13969035.34,1058224.56,958742.55,1084188.86,886785.74,923647.59,741743.02,771189.77,1175042.2,861401.99,1258258.88,3213478.34,538613.52,38303.86,459270.75,0,78.09
1950074,14411388.86,1060336.31,956829.74,1085828.15,889902.83,929084.04,817897.94,668862.86,1271427.64,858382.24,1263563.18,3206845.58,686572.6,99436.31,616353.83,0,0
1950105,13947687.55,1041134.56,958703.33,1085864.77,886261.24,917960.72,744032.19,640540.26,1129031.32,782599.62,1260873.86,3147998.92,497830.7,16284.6,838381.28,0,125.9
1950135,13047660.69,1040784.09,958532.2,1081594.65,880749.45,847845.97,556154.32,587197.36,1093363.46,782158.43,1159149.94,3104857.09,524266.48,5228.7,425641.16,0,73.76
1950166,11518901.32,1040053.71,714947.76,946001.69,656416.85,722632.43,369477.51,650434.04,1006667.04,781186.87,1007436.22,3045614.42,300820.71,0,277156.31,0,0
1950196,10003650.09,1039524.5,667130.46,906708.97,602626.52,464335.97,309805.88,468752.18,788505.98,755905.56,557809.68,3075489.88,230182.15,0,136817.9,0,0
1950227,7457848.07,1039533.01,489178.82,661672.78,313986.86,219052.12,69137.5,286006.52,546147.1,748968.3,173292.39,2846189,17674.98,0,46954.23,0,0
1950258,6344683.45,887761.93,439248.84,821900.3,335762.55,158026.45,28952.53,205458.7,46578.94,550104.68,51392.05,2819236.58,0,0,201.53,0,0
1950288,8742801.85,945913.76,546561.44,1006952.51,872973.33,633601.85,185308.57,357673.9,229021.33,770879.62,44295.59,3146097.21,887.77,0,2569.36,0,0
1950319,10134535.1,1003149.64,712806.45,1073487.79,881128.09,865738.41,318716.99,384259.12,522592.33,778254.29,396057.8,3109112.72,34225.85,0,54943.96,0,0
1950349,12534972.26,1046238.73,955305.05,1085864.77,886567.22,888971.06,533405.66,656676.67,837034.72,857559.9,922513.97,3207334.59,375908.06,4311.06,277163.23,0,51.97
1951015,13353405.78,1029110.6,928442.29,1056621.9,858954.71,899535.59,660887.71,702741.4,1142855.99,837063.84,1247162.98,3147107.81,521390.52,44804.28,276661.87,0,0
1951046,15111371.36,1057605.3,956635.44,1084615.12,892518.12,933887.31,861087.88,664437.04,1474690.61,857932.91,1264786.77,3206128.37,658578.07,141610.79,1056716.41,0,0
1951074,14791424.94,1060723.92,957144.26,1085723.94,890765.87,927852.5,654883.16,577611.21,1377061.4,855239.29,1260900.87,3195394.57,773123.69,91802.09,1082963.67,0,168.9
1951105,13314186.65,1041134.56,958703.33,1085864.77,886261.24,935023.17,628809.03,448382.37,1139775.81,782599.62,1217044.09,3145725.25,494756.55,34359.61,515684.94,0,0
1951135,13289508.55,1040784.09,951330.51,1064779.83,878935.08,920161.91,441172.57,688126.28,1143789.09,782158.43,1238944.88,3083682.47,532758.23,16444.92,506375.97,0,0
1951166,11920828.68,1040053.71,767257.96,1020783.53,822475.93,712728.33,300524.68,628369.87,1027035.01,781186.87,1121438.61,3068240.63,386723.96,0,243950.56,0,0
1951196,9808019.61,1039524.5,691489.12,871182.91,642121.97,432839.53,178196.54,549787.39,860070.39,758139.67,634861.07,2941445.7,140823.01,0,67480.73,0,0
1951227,7722387.66,1039533.01,435588.04,651823.43,414341.6,357754.6,212241.19,273954,479478.17,720026.71,138657.42,2955450.38,23812.89,0,19670.43,0,0
1951258,6284046.4,803869.72,455702.08,607013.53,310797.97,128501.14,96472.07,206988.9,108053.16,542463.27,56226.31,2967897.26,0,0,0,0,0
1951288,7877980.33,885681.07,584465.92,988315.82,667192.68,231746.24,155324.19,319212.08,241477.73,726038.9,79257.65,2998395.91,811.79,0,0,0,0
1951319,11154441.49,1057798.66,719096.29,1075200.6,885643.56,875497.06,506080.02,459223.89,757654.21,852512.95,757395.19,3161444.31,9932.09,0,36898.37,0,0
1951349,12548718.57,1045166.18,938166.06,1085718.62,886712.68,913768.48,570604.25,552249.72,929489.67,845594.84,1082154.7,3187529.39,233918.33,4794.84,272785.87,0,0
1952015,13125339.43,1053980.16,941343.73,1078130.21,879621.04,884455.32,599169.11,662811.95,1080307.79,849193.08,1186221.11,3178728.19,459511.9,33519.02,238282.53,0,0
1952046,14265649.15,1055666.26,953917.13,1085862.21,888606.96,933541.46,783919.92,791335.79,1199571.21,848928.24,1257755.27,3187656.27,658596.07,74132.62,544544.82,0,1550.66
1952075,14928296.34,1061025.9,956761.91,1085207.11,892594.22,936701.36,854499.01,664147.13,1156366.92,861193.23,1263948.59,3201221.66,695421.83,128741.77,1170287.5,0,112.6
1952106,13693735.97,1041134.56,958703.33,1085864.77,886261.24,917960.72,769670.94,608289.13,1180850.75,782599.62,1241866.07,3155455.8,525332.41,20424.16,519170.78,0,86.76
1952136,13458931.65,1040784.09,956082.25,1083671.96,888047.7,931578.7,681304.5,573379.5,1121952.95,789319.71,1159894.45,3152888.13,551045.61,29096.19,499653.49,0,172.73
1952167,11386655.52,1040053.71,710471.23,1049945.35,736753.31,727834.28,452829.23,605947.57,727180.87,781186.87,995508.92,3006856.79,320299.29,0,231723.82,0,0
1952197,9700540.59,1039524.5,701742.81,897609.14,596963.85,604589.1,305442.86,371340.27,592716.62,753079.93,529500.43,3074132.08,145123.7,0,88712.97,0,0
1952228,7175544.29,1038899.85,405613.13,634860.12,281829,222031.4,21562.47,385477.93,464398.44,745226.36,192381.33,2717470.23,32672.03,0,33085.93,0,0
1952259,5961473.18,703274.84,426928.37,510006.23,157826.07,37555.67,37604.14,338207.07,52723.48,568131.73,4142.64,3125007.34,0,0,0,0,0
1952289,7003525.03,794658.12,507483.63,655371.73,513291.17,449589,135043.38,268171.68,138750.05,580793.06,15984.63,2944282.22,0,0,45.38,0,0
1952320,10275483.74,1036669.84,831952.69,1076737.32,873529.95,784430.63,240057.11,504163.45,538595.82,793719.59,310998.12,3153934.34,87336.47,3334.36,39960.42,0,0
1952350,12684085.52,1046033.56,952167,1085864.77,886765.02,920341.7,599900.15,701431.5,856562.81,857685.39,974543.93,3202760.27,318676.77,4123.84,277163.23,0,0
1953015,14146419.56,1061907.23,958779.67,1068326.97,886900.79,924084.55,768889.06,944966.09,1146950.79,863246.05,1265801.17,3213149.03,551559.65,34003.64,457789.27,0,0
1953046,14654104.52,1061907.23,958779.67,1085864.77,887806.94,923360.96,839454.92,892525.36,1249970.59,863327.56,1264908.05,3215346.55,744785.1,88083.85,577917.35,0,0
1953074,15224273.78,1061907.23,958779.67,1085864.77,890952.34,935204.99,977892.01,1095824.68,1291908.72,860532.87,1258762.53,3215159.62,889269.43,85348.67,616373.57,0,427.09
1953105,14874985.28,1061907.23,958779.67,1085864.77,886900.79,925237.15,842019.96,1021449.86,1272589.23,855775.25,1253283.33,3215451.99,768789.98,95590.41,630870.13,0,409.93
1953135,13790211.81,1053654.33,951099.02,1084953.25,878526.77,921252.03,779278.6,911522.53,1041301.73,837943.03,1193521.58,3201129.53,377730.01,47439.47,510794.32,0,0
1953166,12116568.43,1028506.94,874591.55,993405.6,737019.79,785105.62,648821.8,927919.32,697821.43,827564.7,956469.96,3203209.69,121129.05,11549.69,303387.68,0,0
1953196,9329309.71,983694.96,726420.13,858146.03,448893.71,450998.82,231095.54,637033.02,399401.44,753448.71,510820.89,3158762.2,21868.11,0,148660.56,0,0
1953227,6890315.12,919207.87,494511.91,591951.91,250893.65,172036.74,78329.13,464626.08,135095.19,601236.86,163463.69,2989908.61,1385.65,0,27602.23,0,0
1953258,6503942.73,897877.48,546574.51,472726.86,254680.94,190103.48,84476.8,265064.22,36729.47,557474.97,43140.32,3155012.47,15.62,0,0,0,0
1953288,8624255.11,979415.49,737131.36,1048212.71,813330.95,437982.04,110912.02,325358.85,194761.79,716870.37,64675.91,3194213.44,1324.59,0,0,0,0
1953319,10569484.01,1061442.57,943465.65,1066772.6,845847.9,775631.92,309089.23,642799.93,392840.71,854508.38,351965.77,3205041.44,59434.06,0,60578.26,0,0
1953349,12425474.92,1061907.23,958779.67,1085864.77,886900.79,904708.23,540510.17,846545.13,683052.21,863069.31,923089.58,3209154.03,235200.78,6119.11,220508.31,0,0
1954015,14401553.73,1061907.23,956944.25,1085864.77,886900.79,925052.24,717614.76,1058033.71,1068295.46,863327.56,1265801.17,3213285.39,559672.91,80179.99,658326.77,0,281.13
1954046,14444934.31,1061907.23,958674.99,1077167.82,875645.79,930338,730797.77,827248.74,1330989.15,863327.56,1265801.17,3210725.14,833136.38,46353.28,431889.95,0,865.74
1954074,15713614.15,1061907.23,958779.67,1081520.84,887923.87,933054.93,791746.41,1027551.26,1369901.2,863327.56,1265570.27,3215305.84,819415.01,181148.77,1255589.12,0,707.46
1954105,14994186.26,1061907.23,941521.78,1074500.77,889768.9,879761.26,787731.69,1020421.15,1306419.72,862551.43,1252660.38,3201290.01,594163.93,105351.11,1015823.44,0,247.86
1954135,13419206.07,1052723.36,891480.39,1080444.83,884184.08,914965.03,384784.48,1070150.36,1118633.58,852723.6,1163627.79,3208191.2,251539.36,44982.14,500675.63,0,34.65
1954166,11235878,1016125.11,758314.81,1044335.8,742219.52,560391.16,194889.64,743837.96,863415.27,837197.76,968380.12,3166379.93,50715.87,30470.55,259138.91,0,0
1954196,9375794.24,944946.29,649455.79,954922.75,626177.59,384082.27,90347.13,653498.24,514305.23,744705.8,558450.15,3141986.78,0,0,112608.3,0,0
